Data,Valoare EUR (lei),Variatie (lei),Variatie (%)
23 Apr. 2015,4.4177,-0.0113,-0.26%
22 Apr. 2015,4.429,-0.0218,-0.49%
21 Apr. 2015,4.4508,0.0163,0.37%
20 Apr. 2015,4.4345,0.0235,0.53%
17 Apr. 2015,4.411,-0.0015,-0.03%
16 Apr. 2015,4.4125,-0.0077,-0.17%
15 Apr. 2015,4.4202,0.0098,0.22%
14 Apr. 2015,4.4104,-0.0001,0.00%
10 Apr. 2015,4.4105,0.014,0.32%
9 Apr. 2015,4.3965,-0.0085,-0.19%
8 Apr. 2015,4.405,-0.0119,-0.27%
7 Apr. 2015,4.4169,-0.0023,-0.05%
6 Apr. 2015,4.4192,0.0035,0.08%
3 Apr. 2015,4.4157,-0.0002,0.00%
2 Apr. 2015,4.4159,0.0022,0.05%
1 Apr. 2015,4.4137,0.0039,0.09%
31 Mart. 2015,4.4098,0.0037,0.08%
30 Mart. 2015,4.4061,-0.0181,-0.41%
27 Mart. 2015,4.4242,0.0034,0.08%
26 Mart. 2015,4.4208,0.0131,0.30%
25 Mart. 2015,4.4077,0.0032,0.07%
24 Mart. 2015,4.4045,-0.0285,-0.64%
23 Mart. 2015,4.433,0.0024,0.05%
20 Mart. 2015,4.4306,0.0155,0.35%
19 Mart. 2015,4.4151,-0.0308,-0.69%
18 Mart. 2015,4.4459,0.007,0.16%
17 Mart. 2015,4.4389,0.0019,0.04%
16 Mart. 2015,4.437,-0.0102,-0.23%
13 Mart. 2015,4.4472,0.0112,0.25%
12 Mart. 2015,4.436,-0.0084,-0.19%
11 Mart. 2015,4.4444,0.0009,0.02%
10 Mart. 2015,4.4435,-0.0004,-0.01%
9 Mart. 2015,4.4439,0.0037,0.08%
6 Mart. 2015,4.4402,-0.0052,-0.12%
5 Mart. 2015,4.4454,-0.0088,-0.20%
4 Mart. 2015,4.4542,-0.0009,-0.02%
3 Mart. 2015,4.4551,0.0127,0.29%
2 Mart. 2015,4.4424,0.0043,0.10%
27 Feb. 2015,4.4381,0.0129,0.29%
26 Feb. 2015,4.4252,0.0036,0.08%
25 Feb. 2015,4.4216,-0.0262,-0.59%
24 Feb. 2015,4.4478,-0.0043,-0.10%
23 Feb. 2015,4.4521,0.0023,0.05%
20 Feb. 2015,4.4498,0.0064,0.14%
19 Feb. 2015,4.4434,-0.0069,-0.16%
18 Feb. 2015,4.4503,0.0023,0.05%
17 Feb. 2015,4.448,0.0073,0.16%
16 Feb. 2015,4.4407,-0.0001,0.00%
13 Feb. 2015,4.4408,0.0092,0.21%
12 Feb. 2015,4.4316,-0.0104,-0.23%
11 Feb. 2015,4.442,0.005,0.11%
10 Feb. 2015,4.437,0.0096,0.22%
9 Feb. 2015,4.4274,0.0131,0.30%
6 Feb. 2015,4.4143,0.0055,0.12%
5 Feb. 2015,4.4088,0.0007,0.02%
4 Feb. 2015,4.4081,0.0063,0.14%
3 Feb. 2015,4.4018,-0.0091,-0.21%
2 Feb. 2015,4.4109,-0.0315,-0.71%
30 Ian. 2015,4.4424,-0.0027,-0.06%
29 Ian. 2015,4.4451,-0.0134,-0.30%
28 Ian. 2015,4.4585,-0.0124,-0.28%
27 Ian. 2015,4.4709,-0.0091,-0.20%
26 Ian. 2015,4.48,-0.0135,-0.30%
23 Ian. 2015,4.4935,-0.007,-0.16%
22 Ian. 2015,4.5005,-0.0105,-0.23%
21 Ian. 2015,4.511,0.0073,0.16%
20 Ian. 2015,4.5037,0.0019,0.04%
19 Ian. 2015,4.5018,-0.0077,-0.17%
16 Ian. 2015,4.5095,0.0061,0.14%
15 Ian. 2015,4.5034,0.0099,0.22%
14 Ian. 2015,4.4935,0.0082,0.18%
13 Ian. 2015,4.4853,-0.0003,-0.01%
12 Ian. 2015,4.4856,-0.0031,-0.07%
9 Ian. 2015,4.4887,0.0005,0.01%
8 Ian. 2015,4.4882,-0.0078,-0.17%
7 Ian. 2015,4.496,-0.0022,-0.05%
6 Ian. 2015,4.4982,0.0009,0.02%
5 Ian. 2015,4.4973,,
